"AnimalID","t_0","site_0","Mass_std","Sex","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"294R",2003,"PYRAMID ROCK",0.0700410074701005,"F",12,12,1,2,3,4,5,6,7,8,12,10,11,11,11,12,12,12,12
"294Y",2011,"PYRAMID ROCK",0.678123326166122,"M",12,12,12,12,12,12,12,12,12,12,12,2,3,12,12,12,12,12,12
"295R",2003,"PYRAMID ROCK",0.564107891410618,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,11,12,11
"295Y",2011,"PYRAMID ROCK",-0.373352349912415,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"296R",2003,"PYRAMID ROCK",0.817475524200627,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,11,11,12
"296Y",2011,"PYRAMID ROCK",-0.0186376640064025,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"297R",2003,"PYRAMID ROCK",0.298071876981109,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,12,12,12,12
"297Y",2011,"PYRAMID ROCK",-0.119984717122406,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"298R",2003,"PYRAMID ROCK",0.00669909927259831,"M",12,12,1,2,3,4,12,6,7,12,12,12,11,12,12,12,12,12,12
"298Y",2011,"PYRAMID ROCK",-0.436694258109917,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"299R",2003,"PYRAMID ROCK",-0.170658243680408,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"299Y",2011,"PYRAMID ROCK",0.589444654689619,"M",12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7,8,9
"29R",2001,"PYRAMID ROCK",-0.462031021388918,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"29Y",2002,"SOUTH SEAL ROCK",0.0573726258306004,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"2R",2001,"PYRAMID ROCK",-1.01943981352694,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"2Y",2002,"SOUTH SEAL ROCK",-0.0819795722039047,"M",12,12,12,3,4,5,6,7,8,12,12,11,11,11,12,12,12,12,12
"300R",2003,"PYRAMID ROCK",0.0827093891096012,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"300Y",2011,"PYRAMID ROCK",0.0573726258306004,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"301R",2003,"PYRAMID ROCK",0.323408640260109,"M",12,12,1,2,3,4,5,6,7,8,9,10,12,12,12,12,12,12,12
"301Y",2011,"PYRAMID ROCK",0.690791707805623,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"302R",2003,"PYRAMID ROCK",0.285403495341608,"M",12,12,1,2,3,4,5,12,12,12,12,12,12,12,12,12,12,12,12
"302Y",2011,"PYRAMID ROCK",-0.702730272539426,"F",12,12,12,12,12,12,12,12,12,12,12,2,3,12,5,6,7,12,9
"303R",2003,"PYRAMID ROCK",-0.474699403028419,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"303Y",2011,"PYRAMID ROCK",0.120714534028103,"F",12,12,12,12,12,12,12,12,12,12,1,2,3,12,12,12,12,12,12
"304R",2003,"PYRAMID ROCK",-0.284673678435912,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"304Y",2011,"PYRAMID ROCK",0.526102746492117,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,5,12,7,8,9
"305R",2003,"PYRAMID ROCK",-0.348015586633414,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"305Y",2011,"PYRAMID ROCK",-0.170658243680408,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"306R",2003,"PYRAMID ROCK",-0.170658243680408,"F",12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12
"306Y",2011,"PYRAMID ROCK",-0.297342060075412,"F",12,12,12,12,12,12,12,12,12,12,12,12,3,4,12,12,12,8,12
"307R",2003,"PYRAMID ROCK",0.412087311736612,"F",12,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
"307Y",2011,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"308R",2003,"PYRAMID ROCK",0.0447042441910997,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"308Y",2011,"PYRAMID ROCK",0.602113036329119,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"309R",2003,"PYRAMID ROCK",1.00750124879313,"M",12,12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"309Y",2011,"PYRAMID ROCK",0.33607702189961,"F",12,12,12,12,12,12,12,12,12,12,12,2,12,4,5,6,7,12,9
"30R",2001,"PYRAMID ROCK",-1.05744495844544,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"30Y",2002,"SOUTH SEAL ROCK",-0.360683968272914,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"310R",2003,"PYRAMID ROCK",1.46356298781515,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"310Y",2011,"PYRAMID ROCK",-0.195995006959409,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"311R",2003,"PYRAMID ROCK",0.399418930097112,"F",12,12,1,2,3,4,5,6,7,12,9,10,12,12,12,12,12,12,12
"311Y",2013,"PYRAMID ROCK",0.678123326166122,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"312R",2003,"PYRAMID ROCK",0.817475524200627,"M",12,12,1,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"312Y",2013,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,5,6,12
"313R",2003,"PYRAMID ROCK",0.298071876981109,"F",12,12,1,2,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"313Y",2013,"PYRAMID ROCK",0.576776273050118,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,5,6,12
"314R",2003,"PYRAMID ROCK",-0.23400015187791,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"314Y",2013,"PYRAMID ROCK",0.171388060586104,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,12
"315R",2003,"PYRAMID ROCK",0.234729968783606,"M",12,12,12,2,3,4,12,12,12,12,12,12,12,11,12,12,12,12,12
"315Y",2013,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7
"316R",2003,"PYRAMID ROCK",-0.22133177023841,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"316Y",2013,"PYRAMID ROCK",-0.588714837783923,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"317R",2003,"PYRAMID ROCK",-0.297342060075412,"F",12,12,1,2,12,4,12,12,7,12,12,12,12,12,12,12,12,12,12
"317Y",2013,"PYRAMID ROCK",0.310740258620609,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7
"318R",2003,"PYRAMID ROCK",-0.246668533517411,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"318Y",2013,"PYRAMID ROCK",0.0447042441910997,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12
"319R",2003,"PYRAMID ROCK",0.475429219934115,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,11,11,11
"319Y",2013,"PYRAMID ROCK",0.0447042441910997,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,12
"31R",2001,"PYRAMID ROCK",0.33607702189961,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"31Y",2002,"SOUTH SEAL ROCK",-0.284673678435912,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"320R",2003,"PYRAMID ROCK",-0.500036166307419,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"320Y",2013,"PYRAMID ROCK",0.298071876981109,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,12,5,12,12
"321R",2003,"PYRAMID ROCK",0.89348581403763,"M",12,12,1,2,3,12,12,12,7,8,9,12,12,12,12,12,12,12,12
"321Y",2013,"PYRAMID ROCK",-0.462031021388918,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,12,12,12
"322R",2003,"PYRAMID ROCK",0.0573726258306004,"M",12,12,1,2,3,12,12,6,7,8,9,10,12,12,12,11,12,12,12
"322Y",2013,"PYRAMID ROCK",-0.462031021388918,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,4,12,12,12
"323R",2003,"PYRAMID ROCK",-0.259336915156911,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"323Y",2013,"PYRAMID ROCK",0.880817432398129,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"324R",2003,"PYRAMID ROCK",0.475429219934115,"M",12,12,1,2,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12
"324Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"325R",2003,"PYRAMID ROCK",0.678123326166122,"M",12,12,1,12,3,4,5,6,7,12,12,12,12,12,12,12,12,12,12
"325Y",2013,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"326R",2003,"PYRAMID ROCK",0.0700410074701005,"F",12,12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"326Y",2013,"PYRAMID ROCK",0.678123326166122,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,6,7
"327R",2003,"PYRAMID ROCK",1.07084315699064,"M",12,12,1,12,3,12,12,6,12,12,12,12,12,12,12,12,12,12,12
"327Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"328R",2003,"PYRAMID ROCK",-0.614051601062923,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"328Y",2013,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"329R",2003,"PYRAMID ROCK",0.716128471084623,"M",12,12,1,2,12,4,12,12,12,12,12,12,12,12,12,12,12,12,12
"329Y",2013,"PYRAMID ROCK",1.36221593469915,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12
"32R",2001,"PYRAMID ROCK",0.564107891410618,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"32Y",2002,"SOUTH SEAL ROCK",0.602113036329119,"F",12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"330R",2003,"PYRAMID ROCK",0.0953777707491013,"M",12,12,1,2,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12
"330Y",2013,"PYRAMID ROCK",-0.157989862040908,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"331R",2003,"PYRAMID ROCK",0.412087311736612,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"331Y",2013,"PYRAMID ROCK",0.0447042441910997,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"332R",2003,"PYRAMID ROCK",0.0573726258306004,"M",12,12,1,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
"332Y",2013,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,12,12,7
"333R",2003,"PYRAMID ROCK",0.386750548457612,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"333Y",2013,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,4,12,12,12
"334R",2003,"PYRAMID ROCK",0.171388060586104,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,11,11,12
"334Y",2013,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"335R",2003,"PYRAMID ROCK",0.741465234363624,"M",12,12,1,2,12,4,5,6,7,8,12,12,12,12,12,12,12,12,12
"335Y",2013,"PYRAMID ROCK",0.171388060586104,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12
"336R",2003,"PYRAMID ROCK",0.234729968783606,"F",12,12,1,2,3,4,5,6,7,8,9,12,12,12,12,12,12,12,12
"336Y",2013,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,12,12
"337R",2003,"PYRAMID ROCK",0.741465234363624,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,12,12,11,12,12
"337Y",2013,"PYRAMID ROCK",0.222061587144106,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,12,12,12
"338R",2003,"PYRAMID ROCK",0.0320358625515991,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"338Y",2013,"PYRAMID ROCK",1.43822622453615,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"339R",2003,"PYRAMID ROCK",-0.664725127620925,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"339Y",2013,"PYRAMID ROCK",0.804807142561126,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"33R",2001,"PYRAMID ROCK",0.437424075015614,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"33Y",2002,"SOUTH SEAL ROCK",0.538771128131617,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"340R",2003,"PYRAMID ROCK",0.437424075015614,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"340Y",2013,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,12,5,6,12
"341R",2003,"PYRAMID ROCK",0.728796852724124,"F",12,12,1,12,3,4,5,6,12,8,9,10,11,11,11,11,11,12,12
"341Y",2013,"PYRAMID ROCK",0.931490958956131,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"342R",2003,"PYRAMID ROCK",0.0193674809120989,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"342Y",2013,"PYRAMID ROCK",0.424755693376113,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,4,5,6,7
"343R",2003,"PYRAMID ROCK",1.78027252880266,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"343Y",2013,"PYRAMID ROCK",1.18485859174614,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,4,5,12,7
"344R",2003,"PYRAMID ROCK",1.29887402650164,"M",12,12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"344Y",2013,"PYRAMID ROCK",-0.0566428089249039,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"345R",2003,"PYRAMID ROCK",0.589444654689619,"M",12,12,1,12,12,4,12,12,12,12,12,12,12,12,11,12,12,12,12
"345Y",2013,"PYRAMID ROCK",0.551439509771118,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"346R",2003,"PYRAMID ROCK",-0.500036166307419,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"346Y",2013,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"347R",2003,"PYRAMID ROCK",0.678123326166122,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"347Y",2013,"PYRAMID ROCK",0.804807142561126,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,12,12
"348R",2003,"PYRAMID ROCK",1.13418506518814,"M",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,12,11,12,12
"348Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,12,12,12
"349R",2003,"PYRAMID ROCK",0.982164485514132,"M",12,12,1,2,3,4,12,12,12,12,12,12,12,12,12,12,12,12,12
"349Y",2013,"PYRAMID ROCK",0.0447042441910997,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"34R",2001,"PYRAMID ROCK",-0.0946479538434053,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"34Y",2002,"SOUTH SEAL ROCK",-0.259336915156911,"F",12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"350R",2003,"PYRAMID ROCK",0.361413785178611,"F",12,12,1,2,3,4,5,6,7,8,12,10,11,11,12,11,12,12,12
"350Y",2013,"PYRAMID ROCK",-0.500036166307419,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"351R",2003,"PYRAMID ROCK",0.488097601573615,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,12,12,12
"351Y",2013,"PYRAMID ROCK",-0.462031021388918,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,5,6,12
"352R",2003,"PYRAMID ROCK",-0.424025876470417,"F",12,12,1,2,3,4,5,6,7,12,9,12,11,12,11,11,11,11,12
"352Y",2013,"PYRAMID ROCK",0.171388060586104,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"353R",2003,"PYRAMID ROCK",0.424755693376113,"M",12,12,1,2,3,4,5,6,7,8,9,10,12,12,11,12,12,12,12
"353Y",2013,"PYRAMID ROCK",0.931490958956131,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"354R",2003,"PYRAMID ROCK",0.171388060586104,"F",12,12,12,12,12,4,12,12,7,12,12,12,12,11,12,12,12,12,12
"354Y",2013,"PYRAMID ROCK",-0.208663388598909,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,6,7
"355R",2003,"PYRAMID ROCK",0.880817432398129,"M",12,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12,12,12,12
"355Y",2013,"PYRAMID ROCK",1.21019535502514,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,4,5,6,7
"356R",2003,"PYRAMID ROCK",0.0700410074701005,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"356Y",2013,"PYRAMID ROCK",-0.588714837783923,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"357R",2003,"PYRAMID ROCK",-0.563378074504922,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"357Y",2013,"PYRAMID ROCK",1.18485859174614,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"358R",2003,"PYRAMID ROCK",-0.0566428089249039,"F",12,12,1,2,3,12,5,6,7,12,9,12,12,12,12,12,12,12,12
"358Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"359R",2003,"PYRAMID ROCK",0.146051297307103,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"359Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,4,12,6,7
"35R",2001,"PYRAMID ROCK",-0.360683968272914,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"35Y",2002,"SOUTH SEAL ROCK",0.272735113702108,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"360R",2003,"PYRAMID ROCK",0.00669909927259831,"F",12,12,1,12,12,12,5,6,12,8,9,10,11,11,11,12,12,12,12
"360Y",2013,"PYRAMID ROCK",-0.0819795722039047,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,12,12,12
"361R",2003,"PYRAMID ROCK",1.64092033076816,"M",12,12,1,12,3,4,5,12,7,8,12,12,11,11,11,11,12,12,12
"361Y",2013,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"362R",2003,"PYRAMID ROCK",0.323408640260109,"F",12,12,1,2,3,4,5,6,7,12,12,12,12,12,12,12,12,12,12
"362Y",2013,"PYRAMID ROCK",-0.145321480401407,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"363R",2003,"PYRAMID ROCK",0.830143905840128,"F",12,12,1,2,3,4,5,6,7,12,12,12,12,12,12,12,12,12,12
"363Y",2013,"PYRAMID ROCK",-0.462031021388918,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"364R",2003,"PYRAMID ROCK",0.323408640260109,"F",12,12,1,2,3,4,5,6,7,8,9,10,11,11,11,12,11,12,11
"364Y",2013,"PYRAMID ROCK",0.196724823865105,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"365R",2003,"PYRAMID ROCK",0.450092456655114,"F",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"365Y",2013,"PYRAMID ROCK",0.0447042441910997,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7
"366R",2003,"PYRAMID ROCK",0.716128471084623,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"366Y",2013,"PYRAMID ROCK",-0.677393509260426,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,5,6,7
"367R",2003,"PYRAMID ROCK",0.804807142561126,"M",12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"367Y",2013,"PYRAMID ROCK",-0.145321480401407,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"368R",2003,"PYRAMID ROCK",0.260066732062607,"F",12,12,1,12,3,4,12,12,12,12,12,12,12,12,12,12,12,12,12
"368Y",2013,"PYRAMID ROCK",0.298071876981109,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7
"369R",2003,"PYRAMID ROCK",0.0953777707491013,"F",12,12,1,2,3,12,5,6,7,8,9,10,12,12,12,12,12,12,12
"369Y",2013,"PYRAMID ROCK",-0.411357494830916,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"36R",2001,"PYRAMID ROCK",0.0320358625515991,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"36Y",2002,"SOUTH SEAL ROCK",0.741465234363624,"M",12,12,12,12,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370R",2003,"PYRAMID ROCK",0.944159340595631,"M",12,12,1,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"370Y",2013,"PYRAMID ROCK",1.05817477535114,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"371R",2005,"PYRAMID ROCK",0.0700410074701005,"F",12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12
"371Y",2013,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12
"372R",2005,"PYRAMID ROCK",1.81827767372116,"M",12,12,12,12,1,2,12,12,5,12,7,8,12,10,11,11,12,12,12
"372Y",2013,"PYRAMID ROCK",0.551439509771118,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,5,6,12
"373R",2005,"PYRAMID ROCK",-0.0566428089249039,"M",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"373Y",2013,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12
"374R",2005,"PYRAMID ROCK",-0.563378074504922,"F",12,12,12,12,1,2,3,4,5,6,12,8,9,10,11,11,11,11,11
"374Y",2013,"PYRAMID ROCK",-0.52537292958642,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"375R",2005,"PYRAMID ROCK",-0.322678823354413,"F",12,12,12,12,1,2,12,4,5,6,7,8,9,12,11,11,11,12,12
"375Y",2013,"PYRAMID ROCK",0.146051297307103,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,4,12,6,7
"376R",2005,"PYRAMID ROCK",0.0447042441910997,"M",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"376Y",2013,"PYRAMID ROCK",-0.208663388598909,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,4,5,6,7
"377R",2005,"PYRAMID ROCK",0.969496103874632,"M",12,12,12,12,1,2,3,12,5,6,7,8,9,10,11,12,11,12,12
"377Y",2013,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,12,12,12
"378R",2005,"PYRAMID ROCK",-0.474699403028419,"F",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"378Y",2013,"PYRAMID ROCK",1.05817477535114,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"379R",2005,"PYRAMID ROCK",-0.411357494830916,"M",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"379Y",2013,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"37R",2001,"PYRAMID ROCK",-0.690061890899926,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37Y",2002,"SOUTH SEAL ROCK",0.374082166818111,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"380R",2005,"PYRAMID ROCK",-0.588714837783923,"M",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"380Y",2013,"PYRAMID ROCK",0.551439509771118,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"381R",2005,"PYRAMID ROCK",0.0193674809120989,"F",12,12,12,12,1,2,3,12,12,12,12,12,9,12,12,12,12,12,12
"381Y",2013,"PYRAMID ROCK",-0.51270454794692,"M",12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12
"382R",2005,"PYRAMID ROCK",-0.614051601062923,"F",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"382Y",2013,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,5,12,12
"383R",2005,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"383Y",2013,"PYRAMID ROCK",0.298071876981109,"F",12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,12
"384R",2005,"PYRAMID ROCK",-0.00596928236690186,"M",12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12,12,12
